Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1648094400000,2022-03-24 04:00:00,BTCUSD,42754.74,42811.28,42754.74,42801.43,0.73391101
1648008000000,2022-03-23 04:00:00,BTCUSD,42101.27,43295.15,41777.0,42754.74,1087.20253425
1647921600000,2022-03-22 04:00:00,BTCUSD,42240.26,43359.99,41929.87,42101.27,1406.95351993
1647835200000,2022-03-21 04:00:00,BTCUSD,40861.3,42500.0,40758.16,42240.26,879.14193483
1647748800000,2022-03-20 04:00:00,BTCUSD,41969.76,42019.07,40529.07,40861.3,436.60516562
1647662400000,2022-03-19 04:00:00,BTCUSD,41815.86,42400.0,41575.81,41969.76,338.68768358
1647576000000,2022-03-18 04:00:00,BTCUSD,40555.62,42350.0,40179.68,41815.86,984.07453538
